Arrive Or Depart,Schedule,Airline,Flight Number,Gate,Terminal
D,1/10/2018 5:39:00 PM,Volaris,975,B26,4
A,1/10/2018 5:39:00 PM,United Airlines,5512,7,2
D,1/10/2018 5:39:00 PM,Frontier Airlines,1864,20,3
D,1/10/2018 5:40:00 PM,American Airlines,1829,A4,4
A,1/10/2018 5:43:00 PM,Frontier Airlines,1311,20,3
D,1/10/2018 5:45:00 PM,American Airlines,589,A8,4
D,1/10/2018 5:45:00 PM,American Airlines,2937,B15A,4
D,1/10/2018 5:45:00 PM,Southwest Airlines,1966,D6,4
A,1/10/2018 5:50:00 PM,Southwest Airlines,5637,C17,4
A,1/10/2018 5:50:00 PM,Southwest Airlines,925,D1,4
A,1/10/2018 5:50:00 PM,Southwest Airlines,1635,C11,4
D,1/10/2018 5:50:00 PM,American Airlines,456,A18,4
D,1/10/2018 5:50:00 PM,American Airlines,5761,B2,4
D,1/10/2018 5:50:00 PM,Southwest Airlines,776,C1,4
D,1/10/2018 5:51:00 PM,Delta Air Lines,5800,15,3
D,1/10/2018 5:54:00 PM,American Airlines,5963,B16,4
D,1/10/2018 5:55:00 PM,American Airlines,5798,B5,4
D,1/10/2018 5:55:00 PM,Southwest Airlines,1657,D3,4
A,1/10/2018 5:56:00 PM,United Airlines,1929,6B,2
D,1/10/2018 6:00:00 PM,American Airlines,711,A5,4
D,1/10/2018 6:00:00 PM,American Airlines,5758,B1,4
D,1/10/2018 6:00:00 PM,Southwest Airlines,5912,D8,4
D,1/10/2018 6:01:00 PM,American Airlines,3051,A1,4
A,1/10/2018 6:02:00 PM,Delta Air Lines,2581,16,3
D,1/10/2018 6:04:00 PM,Delta Air Lines,796,17,3
D,1/10/2018 6:05:00 PM,American Airlines,636,A6,4
D,1/11/2018 3:10:00 PM,American Airlines,1826,A7,4
D,1/11/2018 3:10:00 PM,American Airlines,1618,A13,4
D,1/11/2018 3:10:00 PM,American Airlines,5907,B16,4
A,1/11/2018 3:10:00 PM,Southwest Airlines,6201,C7,4
A,1/11/2018 3:11:00 PM,Delta Air Lines,5764,15,3
D,1/11/2018 3:15:00 PM,Southwest Airlines,6267,D7,4
D,1/11/2018 3:15:00 PM,Southwest Airlines,6107,C19,4
A,1/11/2018 3:15:00 PM,American Airlines,5935,B18,4
A,1/11/2018 3:15:00 PM,United Airlines,607,5,2
A,1/11/2018 3:15:00 PM,Southwest Airlines,1795,D6,4
A,1/11/2018 3:16:00 PM,American Airlines,793,B10,4
D,1/11/2018 3:20:00 PM,Southwest Airlines,698,D5,4
A,1/11/2018 3:23:00 PM,American Airlines,1214,A21,4
A,1/11/2018 3:23:00 PM,American Airlines,5979,B21,4
D,1/11/2018 3:25:00 PM,Delta Air Lines,1769,17,3
D,1/11/2018 3:25:00 PM,Southwest Airlines,792,C16,4
A,1/11/2018 3:25:00 PM,American Airlines,5910,A1,4
A,1/11/2018 3:25:00 PM,Southwest Airlines,1665,D2,4
A,1/11/2018 3:25:00 PM,Southwest Airlines,5456,C8,4
A,1/11/2018 3:27:00 PM,American Airlines,1543,A9,4
A,1/11/2018 3:27:00 PM,American Airlines,548,A14,4
D,1/11/2018 3:29:00 PM,United Airlines,235,3,2
A,1/11/2018 3:29:00 PM,American Airlines,500,A2,4
A,1/11/2018 3:29:00 PM,American Airlines,1712,A10,4
A,1/11/2018 3:29:00 PM,American Airlines,985,A11,4
A,1/11/2018 3:30:00 PM,Southwest Airlines,5829,C11,4
D,1/11/2018 3:34:00 PM,WestJet,1463,B27,4
D,1/11/2018 3:34:00 PM,Delta Air Lines,1166,16,3
A,1/11/2018 3:36:00 PM,American Airlines,634,A4,4
A,1/11/2018 3:38:00 PM,American Airlines,628,A20,4
A,1/11/2018 3:39:00 PM,United Airlines,373,,2
A,1/11/2018 3:40:00 PM,Southwest Airlines,6405,C13,4
A,1/11/2018 3:40:00 PM,Southwest Airlines,2107,D8,4
A,1/11/2018 3:45:00 PM,American Airlines,429,A30,4
A,1/11/2018 3:45:00 PM,American Airlines,3030,B5,4
A,1/11/2018 3:45:00 PM,American Airlines,1469,B14,4
A,1/11/2018 3:45:00 PM,Southwest Airlines,1412,C18,4
D,1/11/2018 3:46:00 PM,Delta Air Lines,5781,15,3
A,1/11/2018 3:47:00 PM,American Airlines,2992,B20,4
D,1/11/2018 3:48:00 PM,United Airlines,1419,6B,2
A,1/11/2018 3:49:00 PM,American Airlines,5931,B2,4
D,1/11/2018 3:50:00 PM,American Airlines,623,A22,4
A,1/11/2018 3:50:00 PM,Southwest Airlines,151,C1,4
A,1/11/2018 3:50:00 PM,Sun Country Airlines,603,1,2
D,1/11/2018 3:55:00 PM,American Airlines,2063,A8,4
D,1/11/2018 3:55:00 PM,American Airlines,3176,B3,4
D,1/11/2018 3:55:00 PM,Southwest Airlines,1795,D6,4
A,1/11/2018 3:55:00 PM,Southwest Airlines,1496,C4,4
A,1/11/2018 3:58:00 PM,American Airlines,2973,B1,4
A,1/11/2018 4:00:00 PM,Southwest Airlines,1739,D4,4
A,1/11/2018 4:04:00 PM,Delta Air Lines,2046,17,3
D,1/11/2018 4:05:00 PM,Southwest Airlines,6201,C7,4
D,1/11/2018 4:05:00 PM,Southwest Airlines,849,C8,4
A,1/11/2018 4:05:00 PM,Southwest Airlines,464,D2,4
D,1/11/2018 4:06:00 PM,United Airlines,1755,5,2
D,1/11/2018 4:10:00 PM,Southwest Airlines,1665,D2,4
D,1/11/2018 4:15:00 PM,American Airlines,551,A19,4
D,1/11/2018 4:15:00 PM,American Airlines,5928,B21,4
D,1/11/2018 4:15:00 PM,Southwest Airlines,2107,D8,4
D,1/11/2018 4:15:00 PM,Southwest Airlines,5829,C11,4
A,1/11/2018 4:17:00 PM,American Airlines,571,B27,4
A,1/11/2018 4:19:00 PM,United Airlines,364,6A,2
D,1/11/2018 4:20:00 PM,American Airlines,574,B25,4
D,1/11/2018 4:20:00 PM,American Airlines,1369,A27,4
D,1/11/2018 4:20:00 PM,American Airlines,1886,A14,4
D,1/11/2018 4:20:00 PM,Southwest Airlines,6405,C13,4
A,1/11/2018 4:20:00 PM,United Airlines,1168,7,2
A,1/11/2018 4:20:00 PM,Southwest Airlines,1889,C9,4
A,1/11/2018 4:20:00 PM,Southwest Airlines,6111,D7,4
D,1/11/2018 4:21:00 PM,American Airlines,2083,A4,4
A,1/11/2018 4:21:00 PM,American Airlines,535,B23,4
A,1/11/2018 4:21:00 PM,Delta Air Lines,899,19,3
A,1/11/2018 4:21:00 PM,United Airlines,1797,,2
D,1/11/2018 4:22:00 PM,American Airlines,5927,A1,4
D,1/11/2018 4:24:00 PM,American Airlines,985,B6,4
D,1/11/2018 4:25:00 PM,American Airlines,3037,B5,4
D,1/11/2018 4:25:00 PM,American Airlines,5831,B2,4
D,1/11/2018 4:25:00 PM,American Airlines,5877,B18,4
D,1/11/2018 4:25:00 PM,American Airlines,5942,B1A,4
D,1/11/2018 4:25:00 PM,Southwest Airlines,1412,C18,4
D,1/11/2018 4:27:00 PM,American Airlines,3052,B20,4
A,1/11/2018 4:27:00 PM,Great Lakes Airlines,3032,9,2
D,1/11/2018 4:30:00 PM,American Airlines,500,B10,4
D,1/11/2018 4:30:00 PM,American Airlines,424,A2,4
D,1/11/2018 4:30:00 PM,American Airlines,925,A9,4
A,1/11/2018 4:30:00 PM,Southwest Airlines,1093,C6,4
A,1/11/2018 4:32:00 PM,American Airlines,1422,A25,4
A,1/11/2018 4:34:00 PM,American Airlines,5891,B22,4
D,1/11/2018 4:35:00 PM,American Airlines,1543,A11,4
D,1/11/2018 4:35:00 PM,American Airlines,614,A10,4
D,1/11/2018 4:35:00 PM,American Airlines,429,A20,4
D,1/11/2018 4:35:00 PM,Southwest Airlines,151,C1,4
A,1/11/2018 4:39:00 PM,Frontier Airlines,1865,20,3
D,1/11/2018 4:40:00 PM,American Airlines,2982,B1,4
D,1/11/2018 4:40:00 PM,American Airlines,1469,B14,4
D,1/11/2018 4:40:00 PM,Southwest Airlines,1739,D4,4
D,1/11/2018 4:40:00 PM,Sun Country Airlines,604,1,2
A,1/11/2018 4:40:00 PM,American Airlines,711,A5,4
A,1/11/2018 4:40:00 PM,Southwest Airlines,1474,C19,4
A,1/11/2018 4:40:00 PM,Southwest Airlines,128,C16,4
A,1/11/2018 4:43:00 PM,American Airlines,690,A22,4
A,1/11/2018 4:44:00 PM,American Airlines,589,A2,4
A,1/11/2018 4:44:00 PM,American Airlines,1829,A17,4
A,1/11/2018 4:44:00 PM,American Airlines,5853,B15A,4
D,1/11/2018 4:45:00 PM,American Airlines,1455,A21,4
D,1/11/2018 4:50:00 PM,American Airlines,484,A30,4
D,1/11/2018 4:50:00 PM,Southwest Airlines,464,D2,4
A,1/11/2018 4:50:00 PM,Southwest Airlines,1966,C3,4
A,1/11/2018 4:50:00 PM,Southwest Airlines,1905,C8,4
A,1/11/2018 4:50:00 PM,Southwest Airlines,1878,C11,4
A,1/11/2018 4:51:00 PM,American Airlines,686,A18,4
A,1/11/2018 4:56:00 PM,American Airlines,636,A6,4
A,1/11/2018 4:57:00 PM,American Airlines,1458,B14,4
A,1/11/2018 4:58:00 PM,American Airlines,5803,B9,4
A,1/11/2018 4:59:00 PM,American Airlines,3146,B20,4
D,1/8/2018 1:15:00 PM,American Airlines,612,B4,4
D,1/8/2018 1:15:00 PM,American Airlines,1777,A6,4
D,1/8/2018 1:20:00 PM,Air Canada,1836,B23,4
A,1/8/2018 1:20:00 PM,American Airlines,603,A13,4
D,1/8/2018 1:20:00 PM,American Airlines,871,A8,4
D,1/8/2018 1:20:00 PM,American Airlines,3055,B3,4
A,1/8/2018 1:20:00 PM,Southwest Airlines,1335,D8,4
D,1/8/2018 1:25:00 PM,Delta Air Lines,5854,15,3
D,1/8/2018 1:25:00 PM,Southwest Airlines,301,D6,4
A,1/8/2018 1:28:00 PM,American Airlines,413,A11,4
D,1/8/2018 1:28:00 PM,American Airlines,1773,A23,4
A,1/8/2018 1:29:00 PM,American Airlines,638,A4,4
D,1/8/2018 1:30:00 PM,American Airlines,776,A24,4
D,1/8/2018 1:30:00 PM,American Airlines,1380,B7,4
D,1/8/2018 1:30:00 PM,American Airlines,1888,A10,4
D,1/8/2018 1:30:00 PM,American Airlines,3074,B19,4
D,1/8/2018 1:30:00 PM,American Airlines,5712,B15A,4
A,1/8/2018 1:31:00 PM,Delta Air Lines,743,18,3
A,1/8/2018 1:33:00 PM,United Airlines,739,5,2
A,1/8/2018 1:35:00 PM,American Airlines,2602,A2,4
A,1/8/2018 1:35:00 PM,Southwest Airlines,259,C17,4
A,1/8/2018 1:35:00 PM,Southwest Airlines,47,D4,4
D,1/8/2018 1:35:00 PM,American Airlines,594,A9,4
D,1/8/2018 1:35:00 PM,American Airlines,1943,A13,4
D,1/8/2018 1:35:00 PM,Spirit Airlines,342,2,2
A,1/8/2018 1:36:00 PM,American Airlines,2004,A21,4
D,1/8/2018 1:36:00 PM,American Airlines,5912,B5,4
D,1/8/2018 1:37:00 PM,American Airlines,689,A29,4
D,1/8/2018 1:39:00 PM,Alaska Airlines,659,10,2
D,1/8/2018 1:40:00 PM,American Airlines,2047,A14,4
A,1/8/2018 1:40:00 PM,Southwest Airlines,285,C3,4
A,1/8/2018 1:40:00 PM,Southwest Airlines,406,C8,4
A,1/8/2018 1:43:00 PM,American Airlines,2548,A17,4
A,1/8/2018 1:44:00 PM,American Airlines,2974,B3,4
A,1/8/2018 1:44:00 PM,American Airlines,5785,B21,4
D,1/8/2018 1:45:00 PM,Sun Country Airlines,604,1,2
A,1/8/2018 1:45:00 PM,American Airlines,3040,B19,4
D,1/8/2018 1:45:00 PM,American Airlines,5919,B2,4
A,1/8/2018 1:46:00 PM,American Airlines,1737,B12,4
A,1/8/2018 1:48:00 PM,American Airlines,1714,A8,4
A,1/8/2018 1:48:00 PM,American Airlines,478,A6,4
A,1/8/2018 1:49:00 PM,American Airlines,5892,B9,4
A,1/8/2018 1:49:00 PM,American Airlines,5832,B1,4
D,1/8/2018 1:50:00 PM,WestJet,1403,B28,4
D,1/8/2018 1:50:00 PM,American Airlines,410,B24,4
A,1/8/2018 1:53:00 PM,American Airlines,549,A20,4
A,1/8/2018 1:55:00 PM,American Airlines,835,A10,4
A,1/8/2018 1:55:00 PM,Southwest Airlines,5926,D1,4
D,1/8/2018 1:55:00 PM,American Airlines,1154,A5,4
D,1/8/2018 1:56:00 PM,American Airlines,680,A19,4
A,1/8/2018 1:57:00 PM,American Airlines,2617,B14,4
A,1/8/2018 1:57:00 PM,American Airlines,3133,B15B,4
A,1/8/2018 1:57:00 PM,American Airlines,3190,B7,4
A,1/8/2018 1:58:00 PM,American Airlines,1925,A9,4
A,1/8/2018 1:58:00 PM,American Airlines,5840,B5,4
A,1/8/2018 1:59:00 PM,American Airlines,6004,B16,4
A,1/8/2018 1:59:00 PM,American Airlines,679,A24,4
D,1/8/2018 2:00:00 PM,WestJet,1771,B27,4
A,1/8/2018 2:00:00 PM,American Airlines,5906,B20,4
A,1/8/2018 2:00:00 PM,American Airlines,5757,B1A,4
A,1/8/2018 2:00:00 PM,Southwest Airlines,444,C11,4
A,1/8/2018 2:00:00 PM,Southwest Airlines,1588,C18,4
A,1/8/2018 2:00:00 PM,Southwest Airlines,1723,C9,4
D,1/8/2018 2:00:00 PM,Southwest Airlines,2020,D7,4
A,1/8/2018 2:05:00 PM,American Airlines,3079,B15A,4
A,1/8/2018 2:05:00 PM,Southwest Airlines,591,D2,4
A,1/8/2018 2:05:00 PM,Southwest Airlines,393,D5,4
A,1/8/2018 2:10:00 PM,Southwest Airlines,1280,C6,4
A,1/8/2018 2:10:00 PM,Southwest Airlines,6118,C7,4
D,1/8/2018 2:10:00 PM,Southwest Airlines,1838,D8,4
D,1/8/2018 2:10:00 PM,Southwest Airlines,47,D4,4
A,1/8/2018 2:12:00 PM,United Airlines,1859,6A,2
A,1/8/2018 2:14:00 PM,American Airlines,1826,A14,4
D,1/8/2018 2:15:00 PM,Delta Air Lines,743,18,3
D,1/8/2018 2:15:00 PM,Southwest Airlines,259,C17,4
D,1/7/2018 5:55:00 PM,American Airlines,9208,B4,4
A,1/7/2018 9:50:00 PM,American Airlines,9209,A4,4
D,1/8/2018 2:18:00 PM,Alaska Airlines,581,11,2
A,1/8/2018 2:19:00 PM,American Airlines,5901,B22,4
D,1/8/2018 2:20:00 PM,Southwest Airlines,406,C8,4
A,1/8/2018 2:20:00 PM,Southwest Airlines,1094,D6,4
A,1/8/2018 2:20:00 PM,Southwest Airlines,1956,C1,4
A,1/8/2018 2:22:00 PM,Delta Air Lines,1769,15,3
A,1/8/2018 2:25:00 PM,Southwest Airlines,6107,C19,4
D,1/8/2018 2:25:00 PM,Southwest Airlines,285,C3,4
D,1/8/2018 2:26:00 PM,American Airlines,413,A11,4
D,1/8/2018 2:27:00 PM,Delta Air Lines,1772,23,3
D,1/8/2018 2:30:00 PM,American Airlines,3040,B1A,4
D,1/8/2018 2:30:00 PM,American Airlines,638,A4,4
D,1/8/2018 2:30:00 PM,American Airlines,2974,B1,4
D,1/8/2018 2:35:00 PM,Southwest Airlines,1732,C9,4
D,1/8/2018 2:35:00 PM,Southwest Airlines,5926,D1,4
D,1/8/2018 2:36:00 PM,United Airlines,2135,5,2
A,1/8/2018 2:39:00 PM,Delta Air Lines,1166,16,3
A,1/8/2018 2:40:00 PM,Southwest Airlines,792,D7,4
A,1/8/2018 2:40:00 PM,Southwest Airlines,17,D3,4
D,1/8/2018 2:40:00 PM,American Airlines,5755,B16,4
A,1/8/2018 2:40:00 PM,Southwest Airlines,6267,C13,4
A,1/8/2018 2:43:00 PM,American Airlines,503,B10,4
D,1/8/2018 2:45:00 PM,American Airlines,450,A8,4
D,1/8/2018 2:45:00 PM,American Airlines,5812,B1,4
D,1/8/2018 2:45:00 PM,American Airlines,5944,B9,4
D,1/8/2018 2:45:00 PM,Southwest Airlines,444,C11,4
D,1/8/2018 2:48:00 PM,American Airlines,2993,B19,4
D,1/8/2018 2:50:00 PM,American Airlines,835,A6,4
D,1/8/2018 2:50:00 PM,American Airlines,2602,A17,4
D,1/8/2018 2:50:00 PM,American Airlines,492,A27,4
D,1/8/2018 2:50:00 PM,American Airlines,2989,B15A,4
D,1/8/2018 2:50:00 PM,American Airlines,3109,B3,4
D,1/8/2018 2:50:00 PM,Southwest Airlines,6028,D5,4
D,1/8/2018 2:50:00 PM,Southwest Airlines,6118,C7,4
A,1/8/2018 2:55:00 PM,American Airlines,623,A3,4
D,1/8/2018 2:55:00 PM,American Airlines,5959,B21,4
D,1/8/2018 2:55:00 PM,American Airlines,2548,A2,4
D,1/8/2018 2:55:00 PM,Southwest Airlines,5978,C6,4
D,1/10/2018 6:05:00 PM,American Airlines,5779,B20,4
D,1/10/2018 6:05:00 PM,American Airlines,1458,A9,4
D,1/10/2018 6:05:00 PM,Southwest Airlines,5545,C19,4
A,1/10/2018 6:10:00 PM,American Airlines,3041,B19,4
A,1/10/2018 6:10:00 PM,Southwest Airlines,5785,C9,4
A,1/10/2018 6:10:00 PM,Southwest Airlines,716,C6,4
D,1/10/2018 6:10:00 PM,American Airlines,686,A20,4
D,1/10/2018 6:10:00 PM,American Airlines,5987,B18,4
D,1/10/2018 6:11:00 PM,American Airlines,5992,B22,4
A,1/10/2018 6:12:00 PM,Spirit Airlines,1167,2,2
D,1/10/2018 6:15:00 PM,American Airlines,2687,A29,4
D,1/10/2018 6:15:00 PM,American Airlines,5843,B9,4
D,1/10/2018 6:15:00 PM,United Airlines,5436,7,2
D,1/10/2018 6:17:00 PM,American Airlines,1370,B14,4
D,1/10/2018 6:30:00 AM,American Airlines,9607,A29,4
D,1/10/2018 6:20:00 PM,WestJet,1517,B21,4
A,1/10/2018 6:20:00 PM,Southwest Airlines,6061,D7,4
D,1/10/2018 6:20:00 PM,American Airlines,272,A19,4
D,1/10/2018 6:20:00 PM,American Airlines,1674,B12,4
D,1/10/2018 6:20:00 PM,American Airlines,644,A7,4
A,1/10/2018 6:24:00 PM,American Airlines,537,B27,4
A,1/10/2018 6:25:00 PM,Southwest Airlines,729,C18,4
A,1/10/2018 6:25:00 PM,Southwest Airlines,1096,C14,4
A,1/10/2018 6:25:00 PM,Southwest Airlines,957,C7,4
D,1/10/2018 6:25:00 PM,Southwest Airlines,1635,C11,4
A,1/10/2018 6:28:00 PM,American Airlines,1164,A13,4
A,1/10/2018 6:30:00 PM,British Airways,289,B25,4
A,1/10/2018 6:30:00 PM,Southwest Airlines,5967,C3,4
A,1/10/2018 6:30:00 PM,Southwest Airlines,428,D5,4
A,1/10/2018 6:30:00 PM,Southwest Airlines,286,C13,4
A,1/10/2018 6:30:00 PM,Southwest Airlines,1664,D8,4
D,1/10/2018 6:35:00 PM,Southwest Airlines,925,D1,4
A,1/10/2018 6:37:00 PM,WestJet,1924,B23,4
A,1/10/2018 6:40:00 PM,American Airlines,1878,A2,4
A,1/10/2018 6:44:00 PM,American Airlines,440,A6,4
A,1/10/2018 6:44:00 PM,American Airlines,477,A19,4
A,1/10/2018 6:45:00 PM,Delta Air Lines,5805,18,3
A,1/10/2018 6:45:00 PM,Southwest Airlines,1454,D1,4
D,1/10/2018 6:45:00 PM,Frontier Airlines,1308,20,3
A,1/10/2018 6:48:00 PM,American Airlines,814,B14,4
A,1/10/2018 6:49:00 PM,American Airlines,486,A30,4
D,1/10/2018 6:50:00 PM,Southwest Airlines,1937,C17,4
A,1/10/2018 6:55:00 PM,Delta Air Lines,1115,17,3
A,1/10/2018 6:55:00 PM,Southwest Airlines,756,C19,4
A,1/10/2018 6:55:00 PM,Southwest Airlines,313,C3,4
D,1/10/2018 6:55:00 PM,Southwest Airlines,6062,D7,4
D,1/10/2018 6:55:00 PM,Southwest Airlines,716,C6,4
A,1/10/2018 6:57:00 PM,American Airlines,5959,B9,4
A,1/10/2018 6:57:00 PM,American Airlines,5790,A1,4
A,1/10/2018 6:58:00 PM,American Airlines,5944,B2,4
A,1/10/2018 6:58:00 PM,United Airlines,5899,3,2
D,1/10/2018 7:00:00 PM,Southwest Airlines,729,C18,4
D,1/10/2018 7:00:00 PM,Southwest Airlines,652,D4,4
A,1/10/2018 7:02:00 PM,American Airlines,5907,B16,4
A,1/10/2018 7:03:00 PM,American Airlines,1017,A12,4
A,1/10/2018 7:04:00 PM,American Airlines,853,A8,4
A,1/10/2018 7:04:00 PM,Delta Air Lines,5768,15,3
A,1/10/2018 7:05:00 PM,Southwest Airlines,459,C17,4
A,1/10/2018 7:05:00 PM,Southwest Airlines,2139,C11,4
A,1/10/2018 7:05:00 PM,Southwest Airlines,184,C8,4
D,1/10/2018 7:05:00 PM,Southwest Airlines,2146,C9,4
D,1/10/2018 7:05:00 PM,Southwest Airlines,6511,D8,4
A,1/10/2018 7:06:00 PM,United Airlines,1603,6A,2
A,1/10/2018 7:06:00 PM,American Airlines,1119,A23,4
A,1/10/2018 7:06:00 PM,American Airlines,5942,B15A,4
A,1/10/2018 7:07:00 PM,American Airlines,1160,A21,4
A,1/10/2018 7:08:00 PM,American Airlines,5729,B18,4
A,1/10/2018 7:09:00 PM,American Airlines,494,A5,4
A,1/10/2018 7:09:00 PM,American Airlines,490,A10,4
A,1/10/2018 7:09:00 PM,American Airlines,1896,A26,4
A,1/10/2018 7:10:00 PM,American Airlines,3036,B3,4
A,1/10/2018 7:10:00 PM,American Airlines,3050,B1,4
A,1/10/2018 7:10:00 PM,American Airlines,5793,B20,4
A,1/10/2018 7:10:00 PM,American Airlines,5755,B5,4
D,1/10/2018 7:10:00 PM,Spirit Airlines,1168,2,2
A,1/10/2018 7:14:00 PM,American Airlines,1165,A9,4
A,1/10/2018 7:15:00 PM,American Airlines,522,A7,4
A,1/10/2018 7:15:00 PM,Southwest Airlines,538,C8,4
D,1/10/2018 7:15:00 PM,Delta Air Lines,5706,18,3
D,1/10/2018 7:15:00 PM,Southwest Airlines,428,D5,4
D,1/10/2018 7:15:00 PM,Southwest Airlines,286,C13,4
D,1/10/2018 7:15:00 PM,Southwest Airlines,957,C7,4
A,1/10/2018 7:20:00 PM,Southwest Airlines,1041,D6,4
A,1/10/2018 7:25:00 PM,Southwest Airlines,494,C16,4
A,1/10/2018 7:25:00 PM,Southwest Airlines,1407,D7,4
D,1/10/2018 7:25:00 PM,Southwest Airlines,1096,C16,4
D,1/10/2018 7:25:00 PM,Southwest Airlines,5967,C3,4
A,1/10/2018 7:30:00 PM,American Airlines,777,A20,4
A,1/10/2018 7:30:00 PM,Southwest Airlines,2016,C13,4
D,1/10/2018 7:30:00 PM,Southwest Airlines,6421,D1,4
A,1/10/2018 7:32:00 PM,Alaska Airlines,646,10,2
A,1/10/2018 7:33:00 PM,American Airlines,5902,B22,4
D,1/10/2018 7:35:00 PM,Southwest Airlines,756,C19,4
A,1/10/2018 7:36:00 PM,WestJet,1464,B21,4
A,1/10/2018 7:40:00 PM,Air Canada,1838,B28,4
D,1/10/2018 7:40:00 PM,American Airlines,3050,B7,4
D,1/10/2018 7:40:00 PM,Delta Air Lines,5768,15,3
D,1/10/2018 7:40:00 PM,Southwest Airlines,2139,C11,4
D,1/10/2018 7:45:00 PM,American Airlines,814,A17,4
D,1/10/2018 7:46:00 PM,American Airlines,5950,A1,4
D,1/10/2018 7:46:00 PM,American Airlines,5952,B20,4
D,1/10/2018 7:47:00 PM,American Airlines,5868,B9,4
D,1/10/2018 7:49:00 PM,American Airlines,5926,B2,4
A,1/10/2018 7:50:00 PM,Southwest Airlines,1724,C9,4
A,1/10/2018 7:50:00 PM,Southwest Airlines,847,D8,4
A,1/10/2018 7:50:00 PM,Southwest Airlines,462,C18,4
D,1/10/2018 7:50:00 PM,American Airlines,440,A2,4
D,1/10/2018 7:50:00 PM,United Airlines,5759,3,2
D,1/10/2018 7:50:00 PM,Southwest Airlines,184,C8,4
D,1/10/2018 7:51:00 PM,American Airlines,615,A30,4
D,1/10/2018 7:52:00 PM,American Airlines,477,A6,4
A,1/10/2018 7:55:00 PM,American Airlines,515,B27,4
A,1/10/2018 7:55:00 PM,American Airlines,779,A11,4
A,1/10/2018 7:55:00 PM,Southwest Airlines,823,D3,4
D,1/10/2018 7:55:00 PM,Southwest Airlines,538,C8,4
A,1/11/2018 4:59:00 PM,American Airlines,695,A26,4
D,1/11/2018 5:00:00 PM,Great Lakes Airlines,3042,9,2
A,1/11/2018 5:00:00 PM,Southwest Airlines,1657,D6,4
A,1/11/2018 5:03:00 PM,American Airlines,272,A23,4
D,1/11/2018 5:04:00 PM,Delta Air Lines,2046,17,3
D,1/11/2018 5:05:00 PM,Southwest Airlines,1093,C6,4
A,1/11/2018 5:05:00 PM,Southwest Airlines,776,C7,4
A,1/11/2018 5:08:00 PM,American Airlines,5712,B1,4
A,1/11/2018 5:09:00 PM,Delta Air Lines,796,16,3
A,1/11/2018 5:10:00 PM,American Airlines,502,B28,4
A,1/11/2018 5:10:00 PM,American Airlines,1371,A9,4
A,1/11/2018 5:10:00 PM,United Airlines,1811,5,2
A,1/11/2018 5:11:00 PM,American Airlines,5912,B5,4
A,1/11/2018 5:11:00 PM,American Airlines,1045,A12,4
A,1/11/2018 5:13:00 PM,American Airlines,5876,B18,4
D,1/11/2018 5:15:00 PM,Southwest Airlines,1710,D7,4
D,1/11/2018 5:15:00 PM,Southwest Airlines,1920,C9,4
A,1/11/2018 5:15:00 PM,American Airlines,3178,B3,4
A,1/11/2018 5:15:00 PM,American Airlines,5812,B5,4
A,1/11/2018 5:15:00 PM,American Airlines,462,A20,4
A,1/11/2018 5:15:00 PM,Southwest Airlines,5912,C17,4
D,1/11/2018 5:15:00 PM,United Airlines,739,,2
D,1/11/2018 5:17:00 PM,Delta Air Lines,899,19,3
A,1/11/2018 5:18:00 PM,American Airlines,644,A8,4
D,1/11/2018 5:20:00 PM,United Airlines,772,7,2
A,1/11/2018 5:20:00 PM,Delta Air Lines,5800,15,3
A,1/11/2018 5:20:00 PM,Southwest Airlines,5545,C1,4
D,1/11/2018 5:25:00 PM,Southwest Airlines,1474,C19,4
D,1/11/2018 5:25:00 PM,Southwest Airlines,1875,C11,4
D,1/11/2018 5:30:00 PM,American Airlines,548,B27,4
D,1/11/2018 5:30:00 PM,American Airlines,634,B23,4
A,1/11/2018 5:31:00 PM,WestJet,1516,B21,4
D,1/11/2018 5:35:00 PM,American Airlines,1422,A25,4
D,1/11/2018 5:35:00 PM,Southwest Airlines,6433,C8,4
D,1/11/2018 5:39:00 PM,Frontier Airlines,1864,20,3
A,1/11/2018 5:39:00 PM,United Airlines,5512,3,2
D,1/11/2018 5:40:00 PM,American Airlines,1829,A2,4
A,1/11/2018 5:42:00 PM,Alaska Airlines,172,11,2
D,1/11/2018 5:45:00 PM,American Airlines,589,A17,4
D,1/11/2018 5:45:00 PM,American Airlines,2937,B20,4
D,1/11/2018 5:45:00 PM,Southwest Airlines,1966,C3,4
D,1/11/2018 5:50:00 PM,American Airlines,456,A22,4
D,1/11/2018 5:50:00 PM,American Airlines,5761,B5,4
D,1/11/2018 5:50:00 PM,Southwest Airlines,776,C7,4
A,1/11/2018 5:50:00 PM,Southwest Airlines,5637,C14,4
A,1/11/2018 5:50:00 PM,Southwest Airlines,925,D4,4
A,1/11/2018 5:50:00 PM,Southwest Airlines,1635,C11,4
D,1/11/2018 5:51:00 PM,Delta Air Lines,5800,15,3
D,1/11/2018 5:54:00 PM,American Airlines,5963,B1,4
D,1/11/2018 5:55:00 PM,American Airlines,695,A7,4
D,1/11/2018 5:55:00 PM,American Airlines,5798,B22,4
D,1/11/2018 5:55:00 PM,Southwest Airlines,1657,D6,4
D,1/11/2018 5:56:00 PM,United Airlines,1216,5,2
A,1/11/2018 5:56:00 PM,United Airlines,1929,8,2
D,1/11/2018 6:00:00 PM,American Airlines,711,A5,4
